time,Qin,Qout,S
2014-01-01,2.04,1.02,11261000.0
2014-01-02,1.86,1.02,11294000.0
2014-01-03,1.54,1.02,11316000.0
2014-01-04,1.2,1.02,11320000.0
2014-01-05,1.2,1.02,11320000.0
2014-01-06,1.11,1.02,11312000.0
2014-01-07,2.14,1.02,11345000.0
2014-01-08,2.37,1.02,11398000.0
2014-01-09,2.44,1.02,11466000.0
2014-01-10,2.41,1.02,11533000.0
2014-01-11,2.03,1.02,11579000.0
2014-01-12,1.7,1.02,11607000.0
2014-01-13,1.4,1.02,11624000.0
2014-01-14,1.12,1.02,11626000.0
2014-01-15,1.01,1.02,11612000.0
2014-01-16,0.964,1.02,11602000.0
2014-01-17,0.857,1.02,11576000.0
2014-01-18,0.741,1.02,11546000.0
2014-01-19,0.702,1.02,11509000.0
2014-01-20,0.673,1.02,11468000.0
2014-01-21,0.694,0.674,11441000.0
2014-01-22,0.648,0.49,11438000.0
2014-01-23,0.606,0.49,11430000.0
2014-01-24,0.604,0.49,11427000.0
2014-01-25,0.568,0.49,11412000.0
2014-01-26,0.597,0.492,11415000.0
2014-01-27,0.794,0.513,11434000.0
2014-01-28,0.726,0.515,11444000.0
2014-01-29,0.719,0.503,11454000.0
2014-01-30,0.719,0.49,11464000.0
2014-01-31,0.695,0.49,11474000.0
2014-02-01,0.797,0.49,11491000.0
2014-02-02,0.796,0.49,11514000.0
2014-02-03,0.717,0.49,11525000.0
2014-02-04,0.723,0.49,11537000.0
2014-02-05,0.814,0.49,11559000.0
2014-02-06,0.989,0.505,11582000.0
2014-02-07,1.27,0.452,11623000.0
2014-02-08,1.62,0.41,11677000.0
2014-02-09,1.6,0.41,11737000.0
2014-02-10,1.32,0.41,11792000.0
2014-02-11,1.14,0.41,11838000.0
2014-02-12,1.11,0.41,11885000.0
2014-02-13,1.26,0.428,11932000.0
2014-02-14,1.21,0.419,11985000.0
2014-02-15,1.39,0.419,12044000.0
2014-02-16,1.42,0.423,12105000.0
2014-02-17,1.54,0.43,12174000.0
2014-02-18,1.25,0.43,12233000.0
2014-02-19,1.23,0.43,12292000.0
2014-02-20,1.25,0.43,12343000.0
2014-02-21,1.3,0.43,12394000.0
2014-02-22,1.16,0.43,12443000.0
2014-02-23,1.06,0.43,12476000.0
2014-02-24,0.987,0.42,12506000.0
2014-02-25,0.902,0.41,12538000.0
2014-02-26,0.937,0.531,12565000.0
2014-02-27,0.863,0.592,12572000.0
2014-02-28,0.877,0.594,12586000.0
2014-03-01,0.818,0.591,12596000.0
2014-03-02,0.771,0.59,12600000.0
2014-03-03,0.75,0.597,12600000.0
2014-03-04,0.716,0.592,12590000.0
2014-03-05,0.654,0.595,12579000.0
2014-03-06,0.607,0.59,12568000.0
2014-03-07,0.582,0.59,12550000.0
2014-03-08,0.549,0.59,12535000.0
2014-03-09,0.513,0.59,12509000.0
2014-03-10,0.479,0.59,12488000.0
2014-03-11,0.457,0.47,12467000.0
2014-03-12,0.428,0.41,12454000.0
2014-03-13,0.406,0.41,12439000.0
2014-03-14,0.379,0.41,12423000.0
2014-03-15,0.377,0.41,12407000.0
2014-03-16,0.374,0.41,12396000.0
2014-03-17,0.337,0.41,12375000.0
2014-03-18,0.326,0.41,12360000.0
2014-03-19,0.319,0.41,12339000.0
2014-03-20,0.294,0.406,12316000.0
2014-03-21,0.281,0.401,12304000.0
2014-03-22,0.29,0.41,12274000.0
2014-03-23,0.322,0.41,12256000.0
2014-03-24,0.29,0.41,12236000.0
2014-03-25,0.285,0.41,12215000.0
2014-03-26,0.264,0.41,12190000.0
2014-03-27,0.241,0.41,12164000.0
2014-03-28,0.224,0.41,12135000.0
2014-03-29,0.21,0.41,12107000.0
2014-03-30,0.196,0.433,12078000.0
2014-03-31,0.186,0.424,12050000.0
2014-04-01,0.178,0.41,12020000.0
2014-04-02,0.174,0.41,11991000.0
2014-04-03,0.165,0.41,11961000.0
2014-04-04,0.162,0.41,11924000.0
2014-04-05,0.162,0.41,11893000.0
2014-04-06,0.156,0.41,11862000.0
2014-04-07,0.153,0.402,11832000.0
2014-04-08,0.147,0.34,11804000.0
2014-04-09,0.147,0.34,11777000.0
2014-04-10,0.147,0.317,11750000.0
2014-04-11,0.146,0.334,11723000.0
2014-04-12,0.138,0.325,11697000.0
2014-04-13,0.139,0.325,11669000.0
2014-04-14,0.149,0.318,11647000.0
2014-04-15,0.147,0.31,11617000.0
2014-04-16,0.142,0.31,11586000.0
2014-04-17,0.137,0.321,11560000.0
2014-04-18,0.133,0.31,11532000.0
2014-04-19,0.135,0.31,11507000.0
2014-04-20,0.135,0.31,11479000.0
2014-04-21,0.182,0.311,11459000.0
2014-04-22,0.189,0.313,11440000.0
2014-04-23,0.153,0.316,11411000.0
2014-04-24,0.147,0.318,11386000.0
2014-04-25,0.129,0.31,11359000.0
2014-04-26,0.129,0.31,11331000.0
2014-04-27,0.129,0.31,11306000.0
2014-04-28,0.125,0.299,11281000.0
2014-04-29,0.12,0.302,11252000.0
2014-04-30,0.12,0.31,11224000.0
2014-05-01,0.124,0.311,11196000.0
2014-05-02,0.144,0.31,11176000.0
2014-05-03,0.135,0.31,11149000.0
2014-05-04,0.126,0.31,11118000.0
2014-05-05,0.107,0.31,11089000.0
2014-05-06,0.139,0.312,11062000.0
2014-05-07,0.746,0.314,11094000.0
2014-05-08,0.319,0.31,11099000.0
2014-05-09,0.487,0.31,11100000.0
2014-05-10,0.458,0.312,11100000.0
2014-05-11,0.754,0.31,11126000.0
2014-05-12,0.651,0.31,11150000.0
2014-05-13,0.627,0.31,11170000.0
2014-05-14,0.537,0.31,11188000.0
2014-05-15,0.466,0.31,11190000.0
2014-05-16,0.416,0.31,11190000.0
2014-05-17,0.369,0.31,11181000.0
2014-05-18,0.34,0.31,11173000.0
2014-05-19,0.302,0.31,11160000.0
2014-05-20,0.272,0.31,11149000.0
2014-05-21,0.248,0.31,11129000.0
2014-05-22,0.237,0.31,11113000.0
2014-05-23,0.256,0.31,11099000.0
2014-05-24,0.234,0.316,11082000.0
2014-05-25,0.204,0.315,11060000.0
2014-05-26,0.186,0.31,11039000.0
2014-05-27,0.187,0.31,11022000.0
2014-05-28,0.189,0.31,10999000.0
2014-05-29,0.18,0.31,10977000.0
2014-05-30,0.166,0.31,10955000.0
2014-05-31,0.154,0.31,10928000.0
2014-06-01,0.145,0.31,10901000.0
2014-06-02,0.138,0.31,10876000.0
2014-06-03,0.138,0.327,10851000.0
2014-06-04,0.14,0.295,10828000.0
2014-06-05,0.184,0.297,10809000.0
2014-06-06,0.149,0.295,10781000.0
2014-06-07,0.127,0.295,10754000.0
2014-06-08,0.111,0.295,10726000.0
2014-06-09,0.144,0.299,10699000.0
2014-06-10,0.33,0.298,10693000.0
2014-06-11,0.302,0.311,10679000.0
2014-06-12,0.191,0.307,10660000.0
2014-06-13,0.155,0.312,10633000.0
2014-06-14,0.147,0.325,10603000.0
2014-06-15,0.138,0.325,10571000.0
2014-06-16,0.119,0.31,10541000.0
2014-06-17,0.113,0.295,10515000.0
2014-06-18,0.109,0.295,10488000.0
2014-06-19,0.103,0.295,10460000.0
2014-06-20,0.103,0.295,10431000.0
2014-06-21,0.103,0.295,10402000.0
2014-06-22,0.095,0.295,10372000.0
2014-06-23,0.0888,0.295,10343000.0
2014-06-24,0.087,0.295,10311000.0
2014-06-25,0.085,0.295,10285000.0
2014-06-26,0.079,0.295,10255000.0
2014-06-27,0.079,0.295,10226000.0
2014-06-28,0.08,0.295,10204000.0
2014-06-29,0.198,0.295,10196000.0
2014-06-30,0.241,0.297,10177000.0
2014-07-01,0.193,0.295,10149000.0
2014-07-02,0.146,0.295,10122000.0
2014-07-03,0.0982,0.295,10096000.0
2014-07-04,0.0969,0.295,10068000.0
2014-07-05,0.156,0.295,10042000.0
2014-07-06,0.17,0.295,10022000.0
2014-07-07,0.156,0.295,10000000.0
2014-07-08,0.509,0.295,9996000.0
2014-07-09,2.01,0.303,10048000.0
2014-07-10,2.58,0.309,10171000.0
2014-07-11,1.66,0.303,10259000.0
2014-07-12,1.03,0.297,10310000.0
2014-07-13,0.86,0.298,10348000.0
2014-07-14,0.831,0.3,10378000.0
2014-07-15,0.648,0.295,10399000.0
2014-07-16,0.561,0.295,10406000.0
2014-07-17,0.489,0.295,10410000.0
2014-07-18,0.429,0.295,10403000.0
2014-07-19,0.364,0.295,10399000.0
2014-07-20,0.33,0.295,10385000.0
2014-07-21,1.05,0.299,10388000.0
2014-07-22,0.832,0.295,10433000.0
2014-07-23,0.612,0.295,10449000.0
2014-07-24,0.549,0.295,10450000.0
2014-07-25,0.812,0.295,10457000.0
2014-07-26,0.916,0.295,10509000.0
2014-07-27,0.725,0.295,10540000.0
2014-07-28,0.77,0.295,10560000.0
2014-07-29,0.675,0.296,10588000.0
2014-07-30,3.9,0.302,10736000.0
2014-07-31,3.41,0.295,10950000.0
2014-08-01,2.5,0.295,11104000.0
2014-08-02,1.76,0.295,11206000.0
2014-08-03,1.11,0.297,11276000.0
2014-08-04,1.75,0.307,11348000.0
2014-08-05,2.35,0.31,11457000.0
2014-08-06,2.16,0.31,11550000.0
2014-08-07,2.0,0.31,11647000.0
2014-08-08,1.46,0.31,11727000.0
2014-08-09,1.42,0.31,11797000.0
2014-08-10,1.22,0.311,11853000.0
2014-08-11,1.1,0.36,11911000.0
2014-08-12,1.12,0.399,11949000.0
2014-08-13,1.6,0.41,12014000.0
2014-08-14,1.53,0.411,12074000.0
2014-08-15,1.72,0.41,12140000.0
2014-08-16,1.73,0.41,12209000.0
2014-08-17,1.65,0.41,12271000.0
2014-08-18,1.39,0.403,12331000.0
2014-08-19,1.07,0.41,12378000.0
2014-08-20,0.909,0.41,12409000.0
2014-08-21,0.781,0.41,12436000.0
2014-08-22,0.687,0.4,12440000.0
2014-08-23,0.718,0.402,12455000.0
2014-08-24,0.732,0.41,12468000.0
2014-08-25,0.576,0.418,12470000.0
2014-08-26,2.0,0.445,12512000.0
2014-08-27,2.95,0.45,12627000.0
2014-08-28,3.01,0.475,12769000.0
2014-08-29,2.85,0.491,12902000.0
2014-08-30,2.2,0.49,12998000.0
2014-08-31,2.05,0.49,13075000.0
2014-09-01,1.73,0.49,13143000.0
2014-09-02,1.2,0.491,13187000.0
2014-09-03,1.09,0.49,13219000.0
2014-09-04,0.992,0.49,13250000.0
2014-09-05,0.879,0.49,13271000.0
2014-09-06,0.779,0.49,13286000.0
2014-09-07,0.707,0.49,13290000.0
2014-09-08,0.615,0.49,13290000.0
2014-09-09,0.545,0.503,13283000.0
2014-09-10,0.495,0.515,13261000.0
2014-09-11,0.451,0.515,13245000.0
2014-09-12,0.41,0.515,13217000.0
2014-09-13,0.376,0.528,13191000.0
2014-09-14,0.359,0.54,13166000.0
2014-09-15,0.336,0.532,13135000.0
2014-09-16,0.308,0.516,13103000.0
2014-09-17,0.287,0.518,13070000.0
2014-09-18,0.311,0.528,13038000.0
2014-09-19,0.305,0.52,13008000.0
2014-09-20,0.286,0.534,12975000.0
2014-09-21,1.17,0.535,12990000.0
2014-09-22,0.634,0.518,13019000.0
2014-09-23,0.551,0.534,13010000.0
2014-09-24,0.529,0.54,13010000.0
2014-09-25,0.525,0.512,13001000.0
2014-09-26,0.478,0.515,12988000.0
2014-09-27,0.445,0.515,12971000.0
2014-09-28,0.41,0.515,12951000.0
2014-09-29,0.386,0.505,12931000.0
2014-09-30,0.394,0.515,12910000.0
2014-10-01,0.359,0.515,12884000.0
2014-10-02,0.332,0.515,12855000.0
2014-10-03,0.311,0.515,12826000.0
2014-10-04,0.298,0.515,12795000.0
2014-10-05,0.292,0.515,12764000.0
2014-10-06,0.285,0.515,12731000.0
2014-10-07,0.386,0.524,12709000.0
2014-10-08,0.368,0.522,12687000.0
2014-10-09,0.605,0.515,12677000.0
2014-10-10,0.442,0.515,12665000.0
2014-10-11,0.403,0.515,12641000.0
2014-10-12,0.402,0.515,12617000.0
2014-10-13,0.419,0.564,12595000.0
2014-10-14,0.389,0.59,12566000.0
2014-10-15,0.365,0.59,12535000.0
2014-10-16,0.363,0.59,12501000.0
2014-10-17,0.524,0.59,12476000.0
2014-10-18,0.424,0.59,12454000.0
2014-10-19,0.389,0.59,12424000.0
2014-10-20,0.415,0.59,12394000.0
2014-10-21,0.555,0.592,12369000.0
2014-10-22,1.17,0.592,12386000.0
2014-10-23,1.18,0.59,12413000.0
2014-10-24,1.22,0.59,12453000.0
2014-10-25,1.28,0.59,12492000.0
2014-10-26,1.03,0.59,12527000.0
2014-10-27,0.914,0.59,12540000.0
2014-10-28,0.854,0.732,12543000.0
2014-10-29,0.798,0.812,12538000.0
2014-10-30,0.731,0.79,12516000.0
2014-10-31,0.665,0.79,12494000.0
2014-11-01,0.608,0.79,12466000.0
2014-11-02,0.573,0.791,12434000.0
2014-11-03,0.669,0.793,12407000.0
2014-11-04,1.59,0.815,12418000.0
2014-11-05,1.39,0.815,12466000.0
2014-11-06,1.62,0.815,12508000.0
2014-11-07,1.61,0.815,12539000.0
2014-11-08,1.16,0.814,12561000.0
2014-11-09,1.02,0.815,12570000.0
2014-11-10,0.907,0.815,12570000.0
2014-11-11,0.802,0.815,12558000.0
2014-11-12,0.722,0.815,12541000.0
2014-11-13,0.647,0.937,12512000.0
2014-11-14,0.593,1.02,12462000.0
2014-11-15,0.584,1.02,12413000.0
2014-11-16,0.671,1.02,12368000.0
2014-11-17,0.62,1.02,12326000.0
2014-11-18,0.56,1.02,12274000.0
2014-11-19,0.525,1.02,12220000.0
2014-11-20,0.506,1.02,12160000.0
2014-11-21,0.506,1.03,12099000.0
2014-11-22,0.506,1.03,12040000.0
2014-11-23,0.505,1.03,11982000.0
2014-11-24,0.49,1.02,11919000.0
2014-11-25,0.469,1.02,11856000.0
2014-11-26,0.467,1.02,11794000.0
2014-11-27,0.452,1.02,11733000.0
2014-11-28,0.432,1.02,11670000.0
2014-11-29,0.398,1.02,11604000.0
2014-11-30,0.377,1.02,11537000.0
2014-12-01,0.356,1.02,11470000.0
2014-12-02,0.347,1.02,11402000.0
2014-12-03,0.329,1.02,11331000.0
2014-12-04,0.314,1.02,11258000.0
2014-12-05,0.303,1.02,11182000.0
2014-12-06,0.303,1.02,11103000.0
2014-12-07,0.304,1.02,11027000.0
2014-12-08,0.351,0.781,10968000.0
2014-12-09,0.327,0.815,10918000.0
2014-12-10,0.407,0.815,10870000.0
2014-12-11,1.01,0.816,10843000.0
2014-12-12,2.45,0.825,10879000.0
2014-12-13,6.36,0.868,11142000.0
2014-12-14,5.83,0.87,11556000.0
2014-12-15,4.27,0.965,11822000.0
2014-12-16,3.46,1.42,11973000.0
2014-12-17,3.29,1.96,12019000.0
2014-12-18,3.87,1.96,12074000.0
2014-12-19,6.43,1.99,12219000.0
2014-12-20,8.91,2.05,12679000.0
2014-12-21,5.73,2.05,13043000.0
2014-12-22,4.32,2.33,13196000.0
2014-12-23,3.5,2.62,13226000.0
2014-12-24,3.25,2.62,13203000.0
2014-12-25,3.31,2.62,13186000.0
2014-12-26,3.26,2.62,13166000.0
2014-12-27,3.08,2.62,13142000.0
2014-12-28,2.54,2.62,13086000.0
2014-12-29,1.98,2.62,12992000.0
2014-12-30,1.65,2.26,12888000.0
2014-12-31,1.43,2.0,12808000.0
2015-01-01,1.2,2.0,12718000.0
2015-01-02,1.4,2.0,12631000.0
2015-01-03,1.44,2.0,12557000.0
2015-01-04,1.71,2.0,12501000.0
2015-01-05,1.71,2.0,12452000.0
2015-01-06,1.78,2.0,12412000.0
2015-01-07,1.73,1.98,12364000.0
2015-01-08,2.87,1.99,12326000.0
2015-01-09,5.88,2.01,12463000.0
2015-01-10,8.39,2.05,12841000.0
2015-01-11,6.46,2.05,13231000.0
2015-01-12,5.15,2.45,13446000.0
2015-01-13,4.13,2.72,13521000.0
2015-01-14,3.91,2.79,13558000.0
2015-01-15,3.87,2.74,13579000.0
2015-01-16,3.74,2.72,13608000.0
2015-01-17,3.34,2.72,13606000.0
2015-01-18,2.88,2.7,13568000.0
2015-01-19,2.38,2.67,13496000.0
2015-01-20,1.91,2.67,13403000.0
2015-01-21,1.38,2.67,13288000.0
2015-01-22,1.07,2.29,13164000.0
2015-01-23,0.918,2.0,13059000.0
2015-01-24,0.824,2.0,12953000.0
2015-01-25,0.749,2.0,12840000.0
2015-01-26,0.76,2.0,12726000.0
2015-01-27,0.811,2.0,12621000.0
2015-01-28,0.782,1.35,12525000.0
2015-01-29,0.866,0.99,12504000.0
2015-01-30,0.832,0.99,12499000.0
2015-01-31,0.832,0.99,12487000.0
2015-02-01,0.819,0.99,12471000.0
2015-02-02,0.803,0.99,12457000.0
2015-02-03,0.758,0.99,12437000.0
2015-02-04,0.711,0.794,12408000.0
2015-02-05,0.662,0.515,12410000.0
2015-02-06,0.609,0.515,12408000.0
2015-02-07,0.558,0.515,12400000.0
2015-02-08,0.582,0.515,12400000.0
2015-02-09,0.549,0.515,12400000.0
2015-02-10,0.578,0.515,12390000.0
2015-02-11,0.583,0.515,12390000.0
2015-02-12,0.551,0.515,12379000.0
2015-02-13,0.526,0.515,12372000.0
2015-02-14,0.573,0.515,12370000.0
2015-02-15,0.646,0.515,12374000.0
2015-02-16,0.648,0.515,12380000.0
2015-02-17,0.674,0.448,12394000.0
2015-02-18,0.722,0.41,12415000.0
2015-02-19,0.734,0.409,12440000.0
2015-02-20,0.773,0.41,12468000.0
2015-02-21,1.1,0.41,12511000.0
2015-02-22,1.0,0.41,12554000.0
2015-02-23,1.03,0.41,12598000.0
2015-02-24,1.06,0.41,12648000.0
2015-02-25,1.01,0.41,12685000.0
2015-02-26,1.14,0.41,12731000.0
2015-02-27,2.07,0.41,12805000.0
2015-02-28,2.38,0.411,12903000.0
2015-03-01,2.91,0.419,13044000.0
2015-03-02,3.16,0.679,13192000.0
2015-03-03,3.23,0.816,13317000.0
2015-03-04,3.13,0.95,13433000.0
2015-03-05,2.83,1.02,13518000.0
2015-03-06,2.54,1.03,13586000.0
2015-03-07,2.22,1.02,13638000.0
2015-03-08,1.9,1.02,13676000.0
2015-03-09,1.67,1.02,13702000.0
2015-03-10,1.64,0.884,13718000.0
2015-03-11,1.7,0.816,13743000.0
2015-03-12,1.5,0.815,13766000.0
2015-03-13,1.13,0.815,13780000.0
2015-03-14,0.994,0.815,13780000.0
2015-03-15,0.901,0.815,13778000.0
2015-03-16,0.798,0.815,13762000.0
2015-03-17,0.716,0.815,13742000.0
2015-03-18,0.647,0.815,13719000.0
2015-03-19,0.611,0.815,13690000.0
2015-03-20,0.591,0.815,13659000.0
2015-03-21,0.572,0.815,13628000.0
2015-03-22,0.588,0.815,13600000.0
2015-03-23,0.507,0.815,13563000.0
2015-03-24,0.482,0.815,13526000.0
2015-03-25,0.466,0.71,13489000.0
2015-03-26,0.449,0.615,13461000.0
2015-03-27,0.468,0.615,13438000.0
2015-03-28,0.407,0.615,13410000.0
2015-03-29,1.17,0.617,13405000.0
2015-03-30,2.74,0.616,13498000.0
2015-03-31,3.24,0.615,13640000.0
2015-04-01,3.48,0.621,13821000.0
2015-04-02,4.08,0.661,14036000.0
2015-04-03,4.25,0.665,14299000.0
2015-04-04,3.87,0.653,14554000.0
2015-04-05,3.03,0.64,14726000.0
2015-04-06,2.39,0.64,14838000.0
2015-04-07,1.84,0.64,14916000.0
2015-04-08,1.42,0.64,14965000.0
2015-04-09,1.08,0.753,15001000.0
2015-04-10,0.937,0.741,15014000.0
2015-04-11,0.832,0.836,15008000.0
2015-04-12,0.731,0.829,14990000.0
2015-04-13,0.647,0.822,14961000.0
2015-04-14,0.591,0.822,14939000.0
2015-04-15,0.538,0.819,14901000.0
2015-04-16,0.5,0.817,14857000.0
2015-04-17,0.468,0.824,14814000.0
2015-04-18,0.422,0.838,14763000.0
2015-04-19,0.388,0.833,14711000.0
2015-04-20,0.36,0.697,14663000.0
2015-04-21,0.332,0.615,14620000.0
2015-04-22,0.312,0.615,14584000.0
2015-04-23,0.3,0.615,14539000.0
2015-04-24,0.288,0.615,14503000.0
2015-04-25,0.289,0.615,14460000.0
2015-04-26,0.317,0.615,14425000.0
2015-04-27,0.439,0.615,14403000.0
2015-04-28,0.33,0.615,14372000.0
2015-04-29,0.279,0.551,14325000.0
2015-04-30,0.369,0.535,14292000.0
2015-05-01,0.452,0.537,14285000.0
2015-05-02,0.331,0.532,14254000.0
2015-05-03,0.343,0.528,14223000.0
2015-05-04,0.423,0.535,14201000.0
2015-05-05,0.385,0.535,14179000.0
2015-05-06,0.369,0.529,14161000.0
2015-05-07,0.347,0.515,14129000.0
2015-05-08,0.334,0.504,14096000.0
2015-05-09,0.311,0.515,14069000.0
2015-05-10,0.296,0.515,14035000.0
2015-05-11,0.278,0.515,14008000.0
2015-05-12,0.267,0.515,13973000.0
2015-05-13,0.248,0.515,13936000.0
2015-05-14,0.24,0.515,13901000.0
2015-05-15,0.239,0.515,13870000.0
2015-05-16,0.226,0.515,13834000.0
2015-05-17,0.217,0.515,13799000.0
2015-05-18,0.198,0.515,13766000.0
2015-05-19,0.192,0.515,13726000.0
2015-05-20,0.189,0.518,13689000.0
2015-05-21,0.186,0.515,13649000.0
2015-05-22,0.173,0.506,13609000.0
2015-05-23,0.165,0.5,13567000.0
2015-05-24,0.164,0.504,13525000.0
2015-05-25,0.15,0.522,13487000.0
2015-05-26,0.147,0.515,13447000.0
2015-05-27,0.147,0.49,13407000.0
2015-05-28,0.145,0.515,13365000.0
2015-05-29,0.14,0.515,13322000.0
2015-05-30,0.157,0.515,13279000.0
2015-05-31,0.148,0.515,13234000.0
2015-06-01,0.152,0.448,13195000.0
2015-06-02,0.146,0.403,13163000.0
2015-06-03,0.135,0.41,13126000.0
2015-06-04,0.128,0.41,13086000.0
2015-06-05,0.107,0.41,13048000.0
2015-06-06,0.122,0.41,13009000.0
2015-06-07,0.115,0.41,12969000.0
2015-06-08,0.103,0.41,12928000.0
2015-06-09,0.103,0.41,12885000.0
2015-06-10,0.102,0.41,12843000.0
2015-06-11,0.0915,0.405,12805000.0
2015-06-12,0.0903,0.41,12763000.0
2015-06-13,0.0944,0.41,12724000.0
2015-06-14,0.0915,0.41,12682000.0
2015-06-15,0.087,0.41,12639000.0
2015-06-16,0.0853,0.41,12595000.0
2015-06-17,0.0828,0.41,12554000.0
2015-06-18,0.0954,0.41,12516000.0
2015-06-19,0.0958,0.41,12476000.0
2015-06-20,0.095,0.41,12436000.0
2015-06-21,0.095,0.41,12397000.0
2015-06-22,0.317,0.415,12371000.0
2015-06-23,0.552,0.414,12381000.0
2015-06-24,0.245,0.41,12364000.0
2015-06-25,0.181,0.41,12332000.0
2015-06-26,0.149,0.41,12297000.0
2015-06-27,0.138,0.41,12262000.0
2015-06-28,0.134,0.41,12223000.0
2015-06-29,0.118,0.41,12185000.0
2015-06-30,0.104,0.41,12143000.0
2015-07-01,0.0928,0.41,12100000.0
2015-07-02,0.0852,0.338,12060000.0
2015-07-03,0.079,0.295,12024000.0
2015-07-04,0.077,0.295,11989000.0
2015-07-05,0.0689,0.306,11955000.0
2015-07-06,0.071,0.31,11920000.0
2015-07-07,0.071,0.31,11887000.0
2015-07-08,0.0771,0.311,11856000.0
2015-07-09,0.159,0.31,11836000.0
2015-07-10,0.105,0.31,11806000.0
2015-07-11,0.0889,0.31,11775000.0
2015-07-12,0.079,0.31,11740000.0
2015-07-13,0.0806,0.31,11710000.0
2015-07-14,0.117,0.31,11684000.0
2015-07-15,0.111,0.31,11656000.0
2015-07-16,0.0948,0.31,11627000.0
2015-07-17,0.08,0.306,11594000.0
2015-07-18,0.071,0.295,11559000.0
2015-07-19,0.117,0.309,11534000.0
2015-07-20,0.116,0.31,11511000.0
2015-07-21,0.1,0.31,11484000.0
2015-07-22,0.0822,0.31,11455000.0
2015-07-23,0.0733,0.31,11423000.0
2015-07-24,0.0643,0.31,11390000.0
2015-07-25,0.178,0.31,11368000.0
2015-07-26,0.21,0.31,11354000.0
2015-07-27,0.295,0.313,11337000.0
2015-07-28,0.267,0.31,11326000.0
2015-07-29,0.179,0.31,11302000.0
2015-07-30,0.146,0.31,11276000.0
2015-07-31,0.134,0.31,11248000.0
2015-08-01,0.109,0.31,11217000.0
2015-08-02,0.0936,0.31,11186000.0
2015-08-03,0.087,0.31,11153000.0
2015-08-04,0.0912,0.31,11121000.0
2015-08-05,0.0988,0.31,11090000.0
2015-08-06,0.0848,0.31,11058000.0
2015-08-07,0.079,0.31,11026000.0
2015-08-08,0.079,0.308,10995000.0
2015-08-09,0.079,0.31,10964000.0
2015-08-10,0.079,0.31,10935000.0
2015-08-11,0.079,0.31,10906000.0
2015-08-12,0.0739,0.31,10874000.0
2015-08-13,0.0626,0.31,10844000.0
2015-08-14,0.057,0.297,10813000.0
2015-08-15,0.0638,0.312,10785000.0
2015-08-16,0.0838,0.299,10757000.0
2015-08-17,0.0913,0.295,10730000.0
2015-08-18,0.095,0.295,10702000.0
2015-08-19,0.0918,0.295,10671000.0
2015-08-20,0.0834,0.295,10642000.0
2015-08-21,0.0774,0.295,10608000.0
2015-08-22,0.064,0.295,10576000.0
2015-08-23,0.0641,0.296,10543000.0
2015-08-24,0.137,0.295,10523000.0
2015-08-25,0.103,0.295,10498000.0
2015-08-26,0.0967,0.295,10467000.0
2015-08-27,0.142,0.295,10444000.0
2015-08-28,0.483,0.296,10450000.0
2015-08-29,0.193,0.295,10431000.0
2015-08-30,0.15,0.295,10409000.0
2015-08-31,0.122,0.295,10382000.0
2015-09-01,0.481,0.302,10372000.0
2015-09-02,0.348,0.295,10380000.0
2015-09-03,0.252,0.295,10368000.0
2015-09-04,0.215,0.295,10347000.0
2015-09-05,0.201,0.295,10328000.0
2015-09-06,0.215,0.295,10312000.0
2015-09-07,0.194,0.295,10294000.0
2015-09-08,0.178,0.295,10272000.0
2015-09-09,0.163,0.295,10249000.0
2015-09-10,0.145,0.295,10225000.0
2015-09-11,0.126,0.295,10199000.0
2015-09-12,0.158,0.296,10177000.0
2015-09-13,0.245,0.295,10166000.0
2015-09-14,0.229,0.295,10151000.0
